building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
585,0,2016-01-28 00:00:00,165.25,4,9,132394,1949.0,7.0,16.1,2.0,8.3,0.0,1024.9,250.0,2.1
597,0,2016-01-28 00:00:00,219.25,4,9,189425,1994.0,4.0,16.1,2.0,8.3,0.0,1024.9,250.0,2.1
609,0,2016-01-28 00:00:00,434.541,4,0,141461,1907.0,6.0,16.1,2.0,8.3,0.0,1024.9,250.0,2.1
620,0,2016-01-28 00:00:00,1208.02,4,0,220703,2011.0,9.0,16.1,2.0,8.3,0.0,1024.9,250.0,2.1
631,0,2016-01-28 00:00:00,13.43,4,0,23533,1906.0,3.0,16.1,2.0,8.3,0.0,1024.9,250.0,2.1
641,0,2016-01-28 00:00:00,435.42199999999997,4,0,109588,1994.0,8.0,16.1,2.0,8.3,0.0,1024.9,250.0,2.1
652,0,2016-01-28 00:00:00,63.244,4,0,150887,1959.0,9.0,16.1,2.0,8.3,0.0,1024.9,250.0,2.1
575,0,2016-02-01 13:00:00,51.275,4,13,33167,1963.0,4.0,7.8,0.0,-1.1,0.0,1018.9,320.0,4.6
598,0,2016-02-01 13:00:00,81.285,4,9,68701,1930.0,4.0,7.8,0.0,-1.1,0.0,1018.9,320.0,4.6
610,0,2016-02-01 13:00:00,65.25,4,1,30160,1958.0,4.0,7.8,0.0,-1.1,0.0,1018.9,320.0,4.6
622,0,2016-02-01 13:00:00,279.975,4,0,123612,1961.0,7.0,7.8,0.0,-1.1,0.0,1018.9,320.0,4.6
655,0,2016-02-01 13:00:00,206.951,4,0,222434,1964.0,11.0,7.8,0.0,-1.1,0.0,1018.9,320.0,4.6
586,0,2016-02-01 15:00:00,224.025,4,9,166514,1917.0,5.0,6.7,0.0,-2.2,0.0,1020.8,350.0,3.6
610,0,2016-02-01 15:00:00,73.75,4,1,30160,1958.0,4.0,6.7,0.0,-2.2,0.0,1020.8,350.0,3.6
622,0,2016-02-01 15:00:00,272.825,4,0,123612,1961.0,7.0,6.7,0.0,-2.2,0.0,1020.8,350.0,3.6
632,0,2016-02-01 15:00:00,83.75,4,0,41297,1959.0,6.0,6.7,0.0,-2.2,0.0,1020.8,350.0,3.6
653,0,2016-02-01 15:00:00,824.937,4,0,420885,1930.0,8.0,6.7,0.0,-2.2,0.0,1020.8,350.0,3.6
575,0,2016-02-03 00:00:00,28.075,4,13,33167,1963.0,4.0,12.2,4.0,5.0,0.0,1024.2,20.0,4.6
585,0,2016-02-03 00:00:00,152.5,4,9,132394,1949.0,7.0,12.2,4.0,5.0,0.0,1024.2,20.0,4.6
597,0,2016-02-03 00:00:00,214.25,4,9,189425,1994.0,4.0,12.2,4.0,5.0,0.0,1024.2,20.0,4.6
620,0,2016-02-03 00:00:00,1103.52,4,0,220703,2011.0,9.0,12.2,4.0,5.0,0.0,1024.2,20.0,4.6
631,0,2016-02-03 00:00:00,6.9025,4,0,23533,1906.0,3.0,12.2,4.0,5.0,0.0,1024.2,20.0,4.6
652,0,2016-02-03 00:00:00,68.0617,4,0,150887,1959.0,9.0,12.2,4.0,5.0,0.0,1024.2,20.0,4.6
575,0,2016-02-03 06:00:00,29.8,4,13,33167,1963.0,4.0,7.8,4.0,2.8,0.0,1026.7,50.0,4.6
609,0,2016-02-03 06:00:00,457.329,4,0,141461,1907.0,6.0,7.8,4.0,2.8,0.0,1026.7,50.0,4.6
620,0,2016-02-03 06:00:00,1130.8,4,0,220703,2011.0,9.0,7.8,4.0,2.8,0.0,1026.7,50.0,4.6
641,0,2016-02-03 06:00:00,393.43199999999996,4,0,109588,1994.0,8.0,7.8,4.0,2.8,0.0,1026.7,50.0,4.6
652,0,2016-02-03 06:00:00,155.325,4,0,150887,1959.0,9.0,7.8,4.0,2.8,0.0,1026.7,50.0,4.6
575,0,2016-02-03 09:00:00,52.125,4,13,33167,1963.0,4.0,6.1,2.0,2.8,0.0,1026.8,70.0,4.1
598,0,2016-02-03 09:00:00,73.9025,4,9,68701,1930.0,4.0,6.1,2.0,2.8,0.0,1026.8,70.0,4.1
610,0,2016-02-03 09:00:00,39.75,4,1,30160,1958.0,4.0,6.1,2.0,2.8,0.0,1026.8,70.0,4.1
632,0,2016-02-03 09:00:00,73.5,4,0,41297,1959.0,6.0,6.1,2.0,2.8,0.0,1026.8,70.0,4.1
575,0,2016-02-04 11:00:00,53.5,4,13,33167,1963.0,4.0,8.3,4.0,5.6,0.0,1030.3,60.0,2.6
585,0,2016-02-04 11:00:00,260.25,4,9,132394,1949.0,7.0,8.3,4.0,5.6,0.0,1030.3,60.0,2.6
597,0,2016-02-04 11:00:00,249.25,4,9,189425,1994.0,4.0,8.3,4.0,5.6,0.0,1030.3,60.0,2.6
609,0,2016-02-04 11:00:00,506.13199999999995,4,0,141461,1907.0,6.0,8.3,4.0,5.6,0.0,1030.3,60.0,2.6
620,0,2016-02-04 11:00:00,1363.56,4,0,220703,2011.0,9.0,8.3,4.0,5.6,0.0,1030.3,60.0,2.6
631,0,2016-02-04 11:00:00,17.965,4,0,23533,1906.0,3.0,8.3,4.0,5.6,0.0,1030.3,60.0,2.6
644,0,2016-02-04 11:00:00,265.596,4,1,261091,1923.0,3.0,8.3,4.0,5.6,0.0,1030.3,60.0,2.6
585,0,2016-02-04 16:00:00,240.0,4,9,132394,1949.0,7.0,7.8,4.0,4.4,0.0,1031.4,60.0,2.6
597,0,2016-02-04 16:00:00,254.0,4,9,189425,1994.0,4.0,7.8,4.0,4.4,0.0,1031.4,60.0,2.6
631,0,2016-02-04 16:00:00,20.5225,4,0,23533,1906.0,3.0,7.8,4.0,4.4,0.0,1031.4,60.0,2.6
586,0,2016-02-06 05:00:00,37.85,4,9,166514,1917.0,5.0,11.1,4.0,8.3,0.0,1029.5,120.0,1.5
598,0,2016-02-06 05:00:00,47.0825,4,9,68701,1930.0,4.0,11.1,4.0,8.3,0.0,1029.5,120.0,1.5
610,0,2016-02-06 05:00:00,36.5,4,1,30160,1958.0,4.0,11.1,4.0,8.3,0.0,1029.5,120.0,1.5
622,0,2016-02-06 05:00:00,156.875,4,0,123612,1961.0,7.0,11.1,4.0,8.3,0.0,1029.5,120.0,1.5
575,0,2016-02-06 16:00:00,48.4,4,13,33167,1963.0,4.0,8.9,2.0,6.1,0.0,1030.2,140.0,3.1
585,0,2016-02-06 16:00:00,180.0,4,9,132394,1949.0,7.0,8.9,2.0,6.1,0.0,1030.2,140.0,3.1
597,0,2016-02-06 16:00:00,264.25,4,9,189425,1994.0,4.0,8.9,2.0,6.1,0.0,1030.2,140.0,3.1
609,0,2016-02-06 16:00:00,486.93,4,0,141461,1907.0,6.0,8.9,2.0,6.1,0.0,1030.2,140.0,3.1
620,0,2016-02-06 16:00:00,1501.72,4,0,220703,2011.0,9.0,8.9,2.0,6.1,0.0,1030.2,140.0,3.1
631,0,2016-02-06 16:00:00,13.0875,4,0,23533,1906.0,3.0,8.9,2.0,6.1,0.0,1030.2,140.0,3.1
641,0,2016-02-06 16:00:00,463.55800000000005,4,0,109588,1994.0,8.0,8.9,2.0,6.1,0.0,1030.2,140.0,3.1
652,0,2016-02-06 16:00:00,90.585,4,0,150887,1959.0,9.0,8.9,2.0,6.1,0.0,1030.2,140.0,3.1
575,0,2016-02-07 04:00:00,31.65,4,13,33167,1963.0,4.0,13.9,4.0,7.8,0.0,1026.5,300.0,1.5
585,0,2016-02-07 04:00:00,170.75,4,9,132394,1949.0,7.0,13.9,4.0,7.8,0.0,1026.5,300.0,1.5
597,0,2016-02-07 04:00:00,50.8,4,9,189425,1994.0,4.0,13.9,4.0,7.8,0.0,1026.5,300.0,1.5
609,0,2016-02-07 04:00:00,432.74300000000005,4,0,141461,1907.0,6.0,13.9,4.0,7.8,0.0,1026.5,300.0,1.5
631,0,2016-02-07 04:00:00,9.4675,4,0,23533,1906.0,3.0,13.9,4.0,7.8,0.0,1026.5,300.0,1.5
597,0,2016-02-07 07:00:00,66.75,4,9,189425,1994.0,4.0,10.6,4.0,7.8,0.0,1026.9,0.0,0.0
620,0,2016-02-07 07:00:00,1248.06,4,0,220703,2011.0,9.0,10.6,4.0,7.8,0.0,1026.9,0.0,0.0
631,0,2016-02-07 07:00:00,9.84,4,0,23533,1906.0,3.0,10.6,4.0,7.8,0.0,1026.9,0.0,0.0
641,0,2016-02-07 07:00:00,422.43300000000005,4,0,109588,1994.0,8.0,10.6,4.0,7.8,0.0,1026.9,0.0,0.0
652,0,2016-02-07 07:00:00,62.54600000000001,4,0,150887,1959.0,9.0,10.6,4.0,7.8,0.0,1026.9,0.0,0.0
575,0,2016-02-07 09:00:00,36.75,4,13,33167,1963.0,4.0,10.6,0.0,8.3,0.0,1026.6,0.0,0.0
586,0,2016-02-07 09:00:00,39.6,4,9,166514,1917.0,5.0,10.6,0.0,8.3,0.0,1026.6,0.0,0.0
598,0,2016-02-07 09:00:00,45.28,4,9,68701,1930.0,4.0,10.6,0.0,8.3,0.0,1026.6,0.0,0.0
610,0,2016-02-07 09:00:00,36.25,4,1,30160,1958.0,4.0,10.6,0.0,8.3,0.0,1026.6,0.0,0.0
632,0,2016-02-07 09:00:00,51.0,4,0,41297,1959.0,6.0,10.6,0.0,8.3,0.0,1026.6,0.0,0.0
653,0,2016-02-07 09:00:00,667.8810000000001,4,0,420885,1930.0,8.0,10.6,0.0,8.3,0.0,1026.6,0.0,0.0
585,0,2016-02-07 11:00:00,186.0,4,9,132394,1949.0,7.0,8.3,0.0,5.6,0.0,1025.6,40.0,1.5
597,0,2016-02-07 11:00:00,174.75,4,9,189425,1994.0,4.0,8.3,0.0,5.6,0.0,1025.6,40.0,1.5
609,0,2016-02-07 11:00:00,489.461,4,0,141461,1907.0,6.0,8.3,0.0,5.6,0.0,1025.6,40.0,1.5
620,0,2016-02-07 11:00:00,1447.16,4,0,220703,2011.0,9.0,8.3,0.0,5.6,0.0,1025.6,40.0,1.5
631,0,2016-02-07 11:00:00,13.17,4,0,23533,1906.0,3.0,8.3,0.0,5.6,0.0,1025.6,40.0,1.5
652,0,2016-02-07 11:00:00,62.4628,4,0,150887,1959.0,9.0,8.3,0.0,5.6,0.0,1025.6,40.0,1.5
575,0,2016-02-07 23:00:00,25.6,4,13,33167,1963.0,4.0,19.4,0.0,8.3,0.0,1021.8,300.0,3.1
586,0,2016-02-07 23:00:00,42.725,4,9,166514,1917.0,5.0,19.4,0.0,8.3,0.0,1021.8,300.0,3.1
598,0,2016-02-07 23:00:00,49.135,4,9,68701,1930.0,4.0,19.4,0.0,8.3,0.0,1021.8,300.0,3.1
610,0,2016-02-07 23:00:00,36.75,4,1,30160,1958.0,4.0,19.4,0.0,8.3,0.0,1021.8,300.0,3.1
622,0,2016-02-07 23:00:00,168.5,4,0,123612,1961.0,7.0,19.4,0.0,8.3,0.0,1021.8,300.0,3.1
632,0,2016-02-07 23:00:00,47.75,4,0,41297,1959.0,6.0,19.4,0.0,8.3,0.0,1021.8,300.0,3.1
653,0,2016-02-07 23:00:00,964.778,4,0,420885,1930.0,8.0,19.4,0.0,8.3,0.0,1021.8,300.0,3.1
575,0,2016-02-08 16:00:00,66.275,4,13,33167,1963.0,4.0,13.3,0.0,8.3,0.0,1023.7,140.0,5.1
597,0,2016-02-08 16:00:00,282.0,4,9,189425,1994.0,4.0,13.3,0.0,8.3,0.0,1023.7,140.0,5.1
609,0,2016-02-08 16:00:00,553.927,4,0,141461,1907.0,6.0,13.3,0.0,8.3,0.0,1023.7,140.0,5.1
632,0,2016-02-08 16:00:00,77.75,4,0,41297,1959.0,6.0,13.3,0.0,8.3,0.0,1023.7,140.0,5.1
575,0,2016-02-08 23:00:00,27.625,4,13,33167,1963.0,4.0,20.6,0.0,7.8,0.0,1021.3,220.0,2.1
609,0,2016-02-08 23:00:00,467.156,4,0,141461,1907.0,6.0,20.6,0.0,7.8,0.0,1021.3,220.0,2.1
652,0,2016-02-08 23:00:00,71.883,4,0,150887,1959.0,9.0,20.6,0.0,7.8,0.0,1021.3,220.0,2.1
575,0,2016-02-09 16:00:00,64.65,4,13,33167,1963.0,4.0,11.7,2.0,6.7,0.0,1022.8,140.0,2.1
585,0,2016-02-09 16:00:00,268.75,4,9,132394,1949.0,7.0,11.7,2.0,6.7,0.0,1022.8,140.0,2.1
597,0,2016-02-09 16:00:00,280.75,4,9,189425,1994.0,4.0,11.7,2.0,6.7,0.0,1022.8,140.0,2.1
609,0,2016-02-09 16:00:00,549.126,4,0,141461,1907.0,6.0,11.7,2.0,6.7,0.0,1022.8,140.0,2.1
622,0,2016-02-09 16:00:00,280.775,4,0,123612,1961.0,7.0,11.7,2.0,6.7,0.0,1022.8,140.0,2.1
632,0,2016-02-09 16:00:00,74.0,4,0,41297,1959.0,6.0,11.7,2.0,6.7,0.0,1022.8,140.0,2.1
654,0,2016-02-09 16:00:00,58.39,4,0,43910,1912.0,5.0,11.7,2.0,6.7,0.0,1022.8,140.0,2.1
585,0,2016-02-10 05:00:00,165.0,4,9,132394,1949.0,7.0,15.6,4.0,10.6,0.0,1021.8,170.0,2.1
597,0,2016-02-10 05:00:00,66.75,4,9,189425,1994.0,4.0,15.6,4.0,10.6,0.0,1021.8,170.0,2.1
609,0,2016-02-10 05:00:00,448.33,4,0,141461,1907.0,6.0,15.6,4.0,10.6,0.0,1021.8,170.0,2.1
620,0,2016-02-10 05:00:00,1212.2,4,0,220703,2011.0,9.0,15.6,4.0,10.6,0.0,1021.8,170.0,2.1
631,0,2016-02-10 05:00:00,12.155,4,0,23533,1906.0,3.0,15.6,4.0,10.6,0.0,1021.8,170.0,2.1
641,0,2016-02-10 05:00:00,365.995,4,0,109588,1994.0,8.0,15.6,4.0,10.6,0.0,1021.8,170.0,2.1
652,0,2016-02-10 05:00:00,82.3078,4,0,150887,1959.0,9.0,15.6,4.0,10.6,0.0,1021.8,170.0,2.1
575,0,2016-02-10 08:00:00,39.425,4,13,33167,1963.0,4.0,12.8,2.0,9.4,0.0,1022.7,60.0,1.5
585,0,2016-02-10 08:00:00,216.5,4,9,132394,1949.0,7.0,12.8,2.0,9.4,0.0,1022.7,60.0,1.5
620,0,2016-02-10 08:00:00,1329.02,4,0,220703,2011.0,9.0,12.8,2.0,9.4,0.0,1022.7,60.0,1.5
641,0,2016-02-10 08:00:00,457.889,4,0,109588,1994.0,8.0,12.8,2.0,9.4,0.0,1022.7,60.0,1.5
585,0,2016-02-10 11:00:00,271.75,4,9,132394,1949.0,7.0,10.6,0.0,7.8,0.0,1022.8,0.0,0.0
597,0,2016-02-10 11:00:00,265.25,4,9,189425,1994.0,4.0,10.6,0.0,7.8,0.0,1022.8,0.0,0.0
609,0,2016-02-10 11:00:00,523.788,4,0,141461,1907.0,6.0,10.6,0.0,7.8,0.0,1022.8,0.0,0.0
620,0,2016-02-10 11:00:00,1489.4,4,0,220703,2011.0,9.0,10.6,0.0,7.8,0.0,1022.8,0.0,0.0
631,0,2016-02-10 11:00:00,18.42,4,0,23533,1906.0,3.0,10.6,0.0,7.8,0.0,1022.8,0.0,0.0
575,0,2016-02-10 12:00:00,52.275,4,13,33167,1963.0,4.0,10.0,0.0,8.3,0.0,1023.1,320.0,2.6
585,0,2016-02-10 12:00:00,273.5,4,9,132394,1949.0,7.0,10.0,0.0,8.3,0.0,1023.1,320.0,2.6
620,0,2016-02-10 12:00:00,1536.48,4,0,220703,2011.0,9.0,10.0,0.0,8.3,0.0,1023.1,320.0,2.6
631,0,2016-02-10 12:00:00,18.28,4,0,23533,1906.0,3.0,10.0,0.0,8.3,0.0,1023.1,320.0,2.6
653,0,2016-02-10 12:00:00,1179.43,4,0,420885,1930.0,8.0,10.0,0.0,8.3,0.0,1023.1,320.0,2.6
575,0,2016-02-10 22:00:00,30.5,4,13,33167,1963.0,4.0,18.3,4.0,10.6,0.0,1022.6,300.0,4.1
585,0,2016-02-10 22:00:00,167.25,4,9,132394,1949.0,7.0,18.3,4.0,10.6,0.0,1022.6,300.0,4.1
597,0,2016-02-10 22:00:00,254.75,4,9,189425,1994.0,4.0,18.3,4.0,10.6,0.0,1022.6,300.0,4.1
620,0,2016-02-10 22:00:00,1343.76,4,0,220703,2011.0,9.0,18.3,4.0,10.6,0.0,1022.6,300.0,4.1
631,0,2016-02-10 22:00:00,14.01,4,0,23533,1906.0,3.0,18.3,4.0,10.6,0.0,1022.6,300.0,4.1
641,0,2016-02-10 22:00:00,480.491,4,0,109588,1994.0,8.0,18.3,4.0,10.6,0.0,1022.6,300.0,4.1
652,0,2016-02-10 22:00:00,74.7762,4,0,150887,1959.0,9.0,18.3,4.0,10.6,0.0,1022.6,300.0,4.1
586,0,2016-02-12 13:00:00,212.1,4,9,166514,1917.0,5.0,10.0,0.0,7.8,0.0,1022.5,0.0,0.0
598,0,2016-02-12 13:00:00,77.3225,4,9,68701,1930.0,4.0,10.0,0.0,7.8,0.0,1022.5,0.0,0.0
622,0,2016-02-12 13:00:00,275.425,4,0,123612,1961.0,7.0,10.0,0.0,7.8,0.0,1022.5,0.0,0.0
632,0,2016-02-12 13:00:00,78.25,4,0,41297,1959.0,6.0,10.0,0.0,7.8,0.0,1022.5,0.0,0.0
653,0,2016-02-12 13:00:00,1168.52,4,0,420885,1930.0,8.0,10.0,0.0,7.8,0.0,1022.5,0.0,0.0
585,0,2016-02-13 08:00:00,194.75,4,9,132394,1949.0,7.0,12.8,4.0,11.1,0.0,1023.3,0.0,0.0
609,0,2016-02-13 08:00:00,447.832,4,0,141461,1907.0,6.0,12.8,4.0,11.1,0.0,1023.3,0.0,0.0
631,0,2016-02-13 08:00:00,8.7775,4,0,23533,1906.0,3.0,12.8,4.0,11.1,0.0,1023.3,0.0,0.0
641,0,2016-02-13 08:00:00,440.63,4,0,109588,1994.0,8.0,12.8,4.0,11.1,0.0,1023.3,0.0,0.0
652,0,2016-02-13 08:00:00,64.0495,4,0,150887,1959.0,9.0,12.8,4.0,11.1,0.0,1023.3,0.0,0.0
575,0,2016-02-15 06:00:00,30.325,4,13,33167,1963.0,4.0,14.4,2.0,11.7,0.0,1023.2,280.0,3.6
597,0,2016-02-15 06:00:00,158.25,4,9,189425,1994.0,4.0,14.4,2.0,11.7,0.0,1023.2,280.0,3.6
609,0,2016-02-15 06:00:00,464.226,4,0,141461,1907.0,6.0,14.4,2.0,11.7,0.0,1023.2,280.0,3.6
620,0,2016-02-15 06:00:00,1268.3,4,0,220703,2011.0,9.0,14.4,2.0,11.7,0.0,1023.2,280.0,3.6
631,0,2016-02-15 06:00:00,11.435,4,0,23533,1906.0,3.0,14.4,2.0,11.7,0.0,1023.2,280.0,3.6
575,0,2016-02-16 01:00:00,29.75,4,13,33167,1963.0,4.0,21.1,2.0,8.9,0.0,1017.2,220.0,2.6
585,0,2016-02-16 01:00:00,173.0,4,9,132394,1949.0,7.0,21.1,2.0,8.9,0.0,1017.2,220.0,2.6
597,0,2016-02-16 01:00:00,166.75,4,9,189425,1994.0,4.0,21.1,2.0,8.9,0.0,1017.2,220.0,2.6
609,0,2016-02-16 01:00:00,465.384,4,0,141461,1907.0,6.0,21.1,2.0,8.9,0.0,1017.2,220.0,2.6
620,0,2016-02-16 01:00:00,1309.88,4,0,220703,2011.0,9.0,21.1,2.0,8.9,0.0,1017.2,220.0,2.6
631,0,2016-02-16 01:00:00,8.3,4,0,23533,1906.0,3.0,21.1,2.0,8.9,0.0,1017.2,220.0,2.6
641,0,2016-02-16 01:00:00,447.551,4,0,109588,1994.0,8.0,21.1,2.0,8.9,0.0,1017.2,220.0,2.6
585,0,2016-02-16 09:00:00,240.75,4,9,132394,1949.0,7.0,13.3,0.0,10.0,0.0,1016.6,0.0,0.0
597,0,2016-02-16 09:00:00,267.0,4,9,189425,1994.0,4.0,13.3,0.0,10.0,0.0,1016.6,0.0,0.0
609,0,2016-02-16 09:00:00,520.019,4,0,141461,1907.0,6.0,13.3,0.0,10.0,0.0,1016.6,0.0,0.0
620,0,2016-02-16 09:00:00,1466.08,4,0,220703,2011.0,9.0,13.3,0.0,10.0,0.0,1016.6,0.0,0.0
631,0,2016-02-16 09:00:00,18.27,4,0,23533,1906.0,3.0,13.3,0.0,10.0,0.0,1016.6,0.0,0.0
641,0,2016-02-16 09:00:00,491.529,4,0,109588,1994.0,8.0,13.3,0.0,10.0,0.0,1016.6,0.0,0.0
653,0,2016-02-16 09:00:00,1112.84,4,0,420885,1930.0,8.0,13.3,0.0,10.0,0.0,1016.6,0.0,0.0
575,0,2016-02-16 13:00:00,69.95,4,13,33167,1963.0,4.0,11.7,0.0,8.9,0.0,1015.5,0.0,0.0
585,0,2016-02-16 13:00:00,283.5,4,9,132394,1949.0,7.0,11.7,0.0,8.9,0.0,1015.5,0.0,0.0
597,0,2016-02-16 13:00:00,280.5,4,9,189425,1994.0,4.0,11.7,0.0,8.9,0.0,1015.5,0.0,0.0
609,0,2016-02-16 13:00:00,575.8340000000001,4,0,141461,1907.0,6.0,11.7,0.0,8.9,0.0,1015.5,0.0,0.0
632,0,2016-02-16 13:00:00,73.0,4,0,41297,1959.0,6.0,11.7,0.0,8.9,0.0,1015.5,0.0,0.0
654,0,2016-02-16 13:00:00,60.9368,4,0,43910,1912.0,5.0,11.7,0.0,8.9,0.0,1015.5,0.0,0.0
597,0,2016-02-16 22:00:00,266.75,4,9,189425,1994.0,4.0,23.9,4.0,10.6,0.0,1010.5,280.0,3.1
609,0,2016-02-16 22:00:00,494.005,4,0,141461,1907.0,6.0,23.9,4.0,10.6,0.0,1010.5,280.0,3.1
620,0,2016-02-16 22:00:00,1395.46,4,0,220703,2011.0,9.0,23.9,4.0,10.6,0.0,1010.5,280.0,3.1
631,0,2016-02-16 22:00:00,13.2275,4,0,23533,1906.0,3.0,23.9,4.0,10.6,0.0,1010.5,280.0,3.1
641,0,2016-02-16 22:00:00,492.94,4,0,109588,1994.0,8.0,23.9,4.0,10.6,0.0,1010.5,280.0,3.1
652,0,2016-02-16 22:00:00,70.8863,4,0,150887,1959.0,9.0,23.9,4.0,10.6,0.0,1010.5,280.0,3.1
575,0,2016-02-19 11:00:00,48.725,4,13,33167,1963.0,4.0,10.0,2.0,7.2,0.0,1017.1,120.0,4.1
585,0,2016-02-19 11:00:00,276.75,4,9,132394,1949.0,7.0,10.0,2.0,7.2,0.0,1017.1,120.0,4.1
598,0,2016-02-19 11:00:00,70.735,4,9,68701,1930.0,4.0,10.0,2.0,7.2,0.0,1017.1,120.0,4.1
622,0,2016-02-19 11:00:00,243.075,4,0,123612,1961.0,7.0,10.0,2.0,7.2,0.0,1017.1,120.0,4.1
632,0,2016-02-19 11:00:00,79.75,4,0,41297,1959.0,6.0,10.0,2.0,7.2,0.0,1017.1,120.0,4.1
643,0,2016-02-19 11:00:00,139.83,4,0,110919,1941.0,6.0,10.0,2.0,7.2,0.0,1017.1,120.0,4.1
575,0,2016-02-20 13:00:00,36.925,4,13,33167,1963.0,4.0,7.8,4.0,6.1,0.0,1023.5,0.0,0.0
585,0,2016-02-20 13:00:00,180.0,4,9,132394,1949.0,7.0,7.8,4.0,6.1,0.0,1023.5,0.0,0.0
597,0,2016-02-20 13:00:00,260.75,4,9,189425,1994.0,4.0,7.8,4.0,6.1,0.0,1023.5,0.0,0.0
609,0,2016-02-20 13:00:00,486.098,4,0,141461,1907.0,6.0,7.8,4.0,6.1,0.0,1023.5,0.0,0.0
631,0,2016-02-20 13:00:00,13.675,4,0,23533,1906.0,3.0,7.8,4.0,6.1,0.0,1023.5,0.0,0.0
641,0,2016-02-20 13:00:00,463.287,4,0,109588,1994.0,8.0,7.8,4.0,6.1,0.0,1023.5,0.0,0.0
652,0,2016-02-20 13:00:00,94.09100000000001,4,0,150887,1959.0,9.0,7.8,4.0,6.1,0.0,1023.5,0.0,0.0
